ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count,ont,comparison,geneID,symbol
GO:1900182,positive regulation of protein localization to nucleus,2/26,78/18493,0.005345380913632476,0.03895648817359426,0.022961551186682836,2,bp,NAC,3479/4804,IGF1/NGFR
hsa04380,Osteoclast differentiation,3/25,128/7852,0.007488664433496725,0.03924060163152284,0.02490966274721016,3,kg,NAC,2353/3725/9021,FOS/JUN/SOCS3
R-HSA-450294,MAP kinase activation,2/23,64/10554,0.008437333040335502,0.03930020916156274,0.019632575495517512,2,re,NAC,2353/3725,FOS/JUN
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,2/23,65/10554,0.008693705188707011,0.03945604662567028,0.019710424719335734,2,re,NAC,2353/3725,FOS/JUN
GO:0031668,cellular response to extracellular stimulus,3/26,258/18493,0.00550456525394888,0.03991501337411173,0.023526520630471805,3,bp,NAC,2353/3725/1277,FOS/JUN/COL1A1
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,2/26,80/18493,0.0056151644690696535,0.04011228875676985,0.023642797764503808,2,bp,NAC,3479/9021,IGF1/SOCS3
GO:0071277,cellular response to calcium ion,2/26,80/18493,0.0056151644690696535,0.04011228875676985,0.023642797764503808,2,bp,NAC,2353/3725,FOS/JUN
GO:1903671,negative regulation of sprouting angiogenesis,2/26,80/18493,0.0056151644690696535,0.04011228875676985,0.023642797764503808,2,bp,NAC,9314/4804,KLF4/NGFR
GO:0043620,regulation of DNA-templated transcription in response to stress,2/26,81/18493,0.0057523656580052256,0.04029448371117252,0.023750186262995514,2,bp,NAC,3725/3303,JUN/HSPA1A
GO:0045682,regulation of epidermis development,2/26,81/18493,0.0057523656580052256,0.04029448371117252,0.023750186262995514,2,bp,NAC,6424/2810,SFRP4/SFN
GO:0090559,regulation of membrane permeability,2/26,81/18493,0.0057523656580052256,0.04029448371117252,0.023750186262995514,2,bp,NAC,3303/2810,HSPA1A/SFN
GO:1901216,positive regulation of neuron death,2/26,81/18493,0.0057523656580052256,0.04029448371117252,0.023750186262995514,2,bp,NAC,2353/3725,FOS/JUN
GO:0061448,connective tissue development,3/26,263/18493,0.005805136366713244,0.040467689744769136,0.023852276553797618,3,bp,NAC,80310/7704/1277,PDGFD/ZBTB16/COL1A1
hsa04210,Apoptosis,3/25,136/7852,0.008845647796498974,0.04100076842087355,0.026027004461623225,3,kg,NAC,2353/3725/4616,FOS/JUN/GADD45B
hsa04550,Signaling pathways regulating pluripotency of stem cells,3/25,139/7852,0.00938948895134509,0.04100076842087355,0.026027004461623225,3,kg,NAC,9314/3479/3977,KLF4/IGF1/LIFR
hsa04915,Estrogen signaling pathway,3/25,138/7852,0.00920606920749287,0.04100076842087355,0.026027004461623225,3,kg,NAC,2353/3725/3303,FOS/JUN/HSPA1A
hsa04930,Type II diabetes mellitus,2/25,46/7852,0.009245843808330904,0.04100076842087355,0.026027004461623225,2,kg,NAC,9021/8835,SOCS3/SOCS2
hsa05162,Measles,3/25,138/7852,0.00920606920749287,0.04100076842087355,0.026027004461623225,3,kg,NAC,2353/3725/3303,FOS/JUN/HSPA1A
GO:1902105,regulation of leukocyte differentiation,3/26,265/18493,0.005928084136966047,0.04112608370020195,0.024240344041844972,3,bp,NAC,2353/3725/7704,FOS/JUN/ZBTB16
GO:0007260,tyrosine phosphorylation of STAT protein,2/26,83/18493,0.006031365607564913,0.041444097960553185,0.024427786520864414,2,bp,NAC,3479/9021,IGF1/SOCS3
GO:0014910,regulation of smooth muscle cell migration,2/26,83/18493,0.006031365607564913,0.041444097960553185,0.024427786520864414,2,bp,NAC,3479/80310,IGF1/PDGFD
GO:0060485,mesenchyme development,3/26,269/18493,0.006178671826119906,0.04225508741749301,0.024905796136217934,3,bp,NAC,10252/3082/1277,SPRY1/HGF/COL1A1
GO:0003705,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",2/25,108/17632,0.010172713953946583,0.042574691733183845,0.022606031008770188,2,mf,NAC,3725/7704,JUN/ZBTB16
GO:0001822,kidney development,3/26,271/18493,0.0063063225734645905,0.04279184261474537,0.025222167875926804,3,bp,NAC,10252/80310/7704,SPRY1/PDGFD/ZBTB16
GO:0046427,positive regulation of JAK-STAT cascade,2/26,85/18493,0.006316467412987362,0.04279184261474537,0.025222167875926804,2,bp,NAC,3479/9021,IGF1/SOCS3
GO:0042826,histone deacetylase binding,2/25,112/17632,0.010906109847434847,0.04401394331286206,0.02337023538736039,2,mf,NAC,9314/3303,KLF4/HSPA1A
GO:0006112,energy reserve metabolic process,2/26,87/18493,0.006607637299804015,0.044142688072301824,0.02601837689201581,2,bp,NAC,3479/3953,IGF1/LEPR
GO:1904705,regulation of vascular smooth muscle cell proliferation,2/26,87/18493,0.006607637299804015,0.044142688072301824,0.02601837689201581,2,bp,NAC,3725/3479,JUN/IGF1
GO:1990874,vascular smooth muscle cell proliferation,2/26,87/18493,0.006607637299804015,0.044142688072301824,0.02601837689201581,2,bp,NAC,3725/3479,JUN/IGF1
GO:1904894,positive regulation of STAT cascade,2/26,88/18493,0.006755487254497064,0.04492243367852195,0.02647797090290385,2,bp,NAC,3479/9021,IGF1/SOCS3
GO:0014909,smooth muscle cell migration,2/26,90/18493,0.007055696218338768,0.04649027234275271,0.027402079040700432,2,bp,NAC,3479/80310,IGF1/PDGFD
GO:0090287,regulation of cellular response to growth factor stimulus,3/26,282/18493,0.007036753416791276,0.04649027234275271,0.027402079040700432,3,bp,NAC,10252/6424/3303,SPRY1/SFRP4/HSPA1A
R-HSA-448424,Interleukin-17 signaling,2/23,72/10554,0.010585037942551685,0.0468387928957912,0.023398504925640568,2,re,NAC,2353/3725,FOS/JUN
GO:0060070,canonical Wnt signaling pathway,3/26,284/18493,0.0071747550369914235,0.04705987053808466,0.027737808946837653,3,bp,NAC,9314/6424/1277,KLF4/SFRP4/COL1A1
GO:0001158,enhancer sequence-specific DNA binding,2/25,119/17632,0.012244275734028608,0.0477104537222494,0.025332984277300567,2,mf,NAC,3725/7704,JUN/ZBTB16
GO:0072001,renal system development,3/26,286/18493,0.0073143677083983595,0.04775851856660105,0.02814960280250476,3,bp,NAC,10252/80310/7704,SPRY1/PDGFD/ZBTB16
GO:0043255,regulation of carbohydrate biosynthetic process,2/26,92/18493,0.007361889390847577,0.04785228104050925,0.028204867841654067,2,bp,NAC,3479/3953,IGF1/LEPR
hsa04932,Non-alcoholic fatty liver disease (NAFLD),3/25,149/7852,0.011342633111313286,0.04793177218006582,0.030426757751910002,3,kg,NAC,3725/3953/9021,JUN/LEPR/SOCS3
GO:0055006,cardiac cell development,2/26,93/18493,0.007517219636365039,0.048642815853250004,0.028670821176223514,2,bp,NAC,3479/10252,IGF1/SPRY1
GO:0030258,lipid modification,3/26,291/18493,0.007670478795209005,0.04941295045306515,0.029124750312635696,3,bp,NAC,9021/8835/3082,SOCS3/SOCS2/HGF
GO:0005178,integrin binding,2/25,126/17632,0.013650899366926974,0.049759729950411224,0.02642109554889092,2,mf,NAC,3479/1281,IGF1/COL3A1
GO:0019955,cytokine binding,2/25,125/17632,0.013445814020995392,0.049759729950411224,0.02642109554889092,2,mf,NAC,3977/3953,LIFR/LEPR
GO:0001206,"distal enhancer DNA-binding transcription repressor activity, RNA polymerase II-specific",1/25,10/17632,0.01409221429259111,0.04976313172071235,0.02642290179860833,1,mf,NAC,7704,ZBTB16
GO:1903037,regulation of leukocyte cell-cell adhesion,3/26,293/18493,0.007815767162532045,0.04978875504842619,0.029346255300819468,3,bp,NAC,9314/3479/7704,KLF4/IGF1/ZBTB16
GO:1990823,response to leukemia inhibitory factor,2/26,95/18493,0.00783232667774965,0.04978875504842619,0.029346255300819468,2,bp,NAC,9314/9021,KLF4/SOCS3
GO:1990830,cellular response to leukemia inhibitory factor,2/26,95/18493,0.00783232667774965,0.04978875504842619,0.029346255300819468,2,bp,NAC,9314/9021,KLF4/SOCS3
GO:0060326,cell chemotaxis,3/26,295/18493,0.007962687443755253,0.05039542974271416,0.029703838663685336,3,bp,NAC,3164/80310/3082,NR4A1/PDGFD/HGF
GO:0090263,positive regulation of canonical Wnt signaling pathway,2/26,97/18493,0.008153334854825663,0.05137669081010233,0.030282208975863648,2,bp,NAC,6424/1277,SFRP4/COL1A1
GO:0005035,death receptor activity,1/25,11/17632,0.015490903127155398,0.05148447215789882,0.027336887871450704,1,mf,NAC,4804,NGFR
GO:0035326,enhancer binding,2/25,133/17632,0.015124609376005719,0.05148447215789882,0.027336887871450704,2,mf,NAC,3725/7704,JUN/ZBTB16
GO:0007229,integrin-mediated signaling pathway,2/26,99/18493,0.008480211160893121,0.053204107413777284,0.031359316329526966,2,bp,NAC,3679/1281,ITGA7/COL3A1
GO:0001823,mesonephros development,2/26,101/18493,0.008812922715775351,0.054579602913578676,0.032170054458308034,2,bp,NAC,10252/7704,SPRY1/ZBTB16
GO:0002042,cell migration involved in sprouting angiogenesis,2/26,101/18493,0.008812922715775351,0.054579602913578676,0.032170054458308034,2,bp,NAC,9314/3164,KLF4/NR4A1
GO:0007631,feeding behavior,2/26,101/18493,0.008812922715775351,0.054579602913578676,0.032170054458308034,2,bp,NAC,2353/3953,FOS/LEPR
GO:0071375,cellular response to peptide hormone stimulus,3/26,307/18493,0.008878723394150264,0.05475212759725997,0.0322717431510275,3,bp,NAC,3164/9021/8835,NR4A1/SOCS3/SOCS2
GO:0043235,receptor complex,3/26,396/19659,0.014958762188329887,0.05516043556946646,0.03542864728814974,3,cc,NAC,3977/3953/3679,LIFR/LEPR/ITGA7
GO:0014812,muscle cell migration,2/26,103/18493,0.009151436765411131,0.05619371596803516,0.03312143743091688,2,bp,NAC,3479/80310,IGF1/PDGFD
GO:2000278,regulation of DNA biosynthetic process,2/26,104/18493,0.009322859524502123,0.05700375548244307,0.03359888713558303,2,bp,NAC,9314/3082,KLF4/HGF
GO:0032526,response to retinoic acid,2/26,105/18493,0.009495720681448227,0.05781571706046325,0.0340774697340003,2,bp,NAC,9314/1277,KLF4/COL1A1
R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,2/23,85/10554,0.014533166347420445,0.05846296462485042,0.029205406057017165,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,2/23,85/10554,0.014533166347420445,0.05846296462485042,0.029205406057017165,2,re,NAC,2353/3725,FOS/JUN
R-HSA-8951664,Neddylation,3/23,234/10554,0.0137343641658896,0.05846296462485042,0.029205406057017165,3,re,NAC,7704/9021/8835,ZBTB16/SOCS3/SOCS2
R-HSA-975871,MyD88 cascade initiated on plasma membrane,2/23,85/10554,0.014533166347420445,0.05846296462485042,0.029205406057017165,2,re,NAC,2353/3725,FOS/JUN
GO:0043502,regulation of muscle adaptation,2/26,106/18493,0.009670016177280897,0.05862955186477451,0.03455715644070307,2,bp,NAC,9314/3479,KLF4/IGF1
GO:1903829,positive regulation of cellular protein localization,3/26,318/18493,0.009770944004812914,0.05899360752696667,0.03477173642760993,3,bp,NAC,3479/4804/2810,IGF1/NGFR/SFN
GO:0051056,regulation of small GTPase mediated signal transduction,3/26,321/18493,0.01002308443747072,0.0602637951802927,0.03552040449770325,3,bp,NAC,3479/10252/1281,IGF1/SPRY1/COL3A1
R-HSA-1257604,PIP3 activates AKT signaling,3/23,260/10554,0.018183559212940837,0.060293547179274466,0.030119880838888228,3,re,NAC,3164/3725/3082,NR4A1/JUN/HGF
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,2/23,95/10554,0.017938972307705282,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-166166,MyD88-independent TLR4 cascade ,2/23,100/10554,0.019757207550270727,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,2/23,98/10554,0.019020866234964802,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,2/23,99/10554,0.019387538125425756,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,2/23,98/10554,0.019020866234964802,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,2/23,94/10554,0.017584427296475285,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,2/23,95/10554,0.017938972307705282,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,2/23,98/10554,0.019020866234964802,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-2219528,PI3K/AKT Signaling in Cancer,2/23,97/10554,0.01865720551231241,0.060293547179274466,0.030119880838888228,2,re,NAC,3164/3082,NR4A1/HGF
R-HSA-2980736,Peptide hormone metabolism,2/23,89/10554,0.015857971258945936,0.060293547179274466,0.030119880838888228,2,re,NAC,9314/3479,KLF4/IGF1
R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,2/23,100/10554,0.019757207550270727,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,2/23,93/10554,0.01723294839470518,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
R-HSA-975155,MyD88 dependent cascade initiated on endosome,2/23,94/10554,0.017584427296475285,0.060293547179274466,0.030119880838888228,2,re,NAC,2353/3725,FOS/JUN
GO:0001655,urogenital system development,3/26,322/18493,0.010107974655331852,0.060522022521343824,0.03567260765017749,3,bp,NAC,10252/80310/7704,SPRY1/PDGFD/ZBTB16
GO:0032147,activation of protein kinase activity,3/26,323/18493,0.010193287315433381,0.060780634694918886,0.035825037628839373,3,bp,NAC,3479/4616/3082,IGF1/GADD45B/HGF
GO:0035259,glucocorticoid receptor binding,1/25,14/17632,0.019675549395094527,0.06175936337904671,0.032792582325157554,1,mf,NAC,3164,NR4A1
GO:0035497,cAMP response element binding,1/25,14/17632,0.019675549395094527,0.06175936337904671,0.032792582325157554,1,mf,NAC,3725,JUN
GO:0007159,leukocyte cell-cell adhesion,3/26,327/18493,0.010538771063986947,0.06196023333629588,0.03652031114689942,3,bp,NAC,9314/3479/7704,KLF4/IGF1/ZBTB16
GO:0010721,negative regulation of cell development,3/26,326/18493,0.010451764301966262,0.06196023333629588,0.03652031114689942,3,bp,NAC,3479/4804/1281,IGF1/NGFR/COL3A1
GO:0010906,regulation of glucose metabolic process,2/26,111/18493,0.01056286722157227,0.06196023333629588,0.03652031114689942,2,bp,NAC,3479/3953,IGF1/LEPR
GO:0060349,bone morphogenesis,2/26,111/18493,0.01056286722157227,0.06196023333629588,0.03652031114689942,2,bp,NAC,6424/1277,SFRP4/COL1A1
GO:0001938,positive regulation of endothelial cell proliferation,2/26,112/18493,0.01074568394865054,0.062024087751610925,0.03655794791793531,2,bp,NAC,3164/3725,NR4A1/JUN
GO:0032102,negative regulation of response to external stimulus,3/26,329/18493,0.010714058772327756,0.062024087751610925,0.03655794791793531,3,bp,NAC,9314/9021/3082,KLF4/SOCS3/HGF
GO:0046822,regulation of nucleocytoplasmic transport,2/26,112/18493,0.01074568394865054,0.062024087751610925,0.03655794791793531,2,bp,NAC,3479/2810,IGF1/SFN
GO:0071496,cellular response to external stimulus,3/26,328/18493,0.010626202414938862,0.062024087751610925,0.03655794791793531,3,bp,NAC,2353/3725/1277,FOS/JUN/COL1A1
GO:0002761,regulation of myeloid leukocyte differentiation,2/26,114/18493,0.011115531837862864,0.06364965254776235,0.037516080722611506,2,bp,NAC,2353/3725,FOS/JUN
GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,2/26,114/18493,0.011115531837862864,0.06364965254776235,0.037516080722611506,2,bp,NAC,9314/2810,KLF4/SFN
GO:0007596,blood coagulation,3/26,334/18493,0.011159729994958009,0.06365015961551149,0.0375163795961143,3,bp,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
R-HSA-193697,p75NTR regulates axonogenesis,1/23,10/10554,0.021589324685911016,0.0636885078234375,0.03181584690555308,1,re,NAC,4804,NGFR
R-HSA-8875656,MET receptor recycling,1/23,10/10554,0.021589324685911016,0.0636885078234375,0.03181584690555308,1,re,NAC,3082,HGF
GO:0070997,neuron death,3/26,335/18493,0.011250144940021111,0.06391322499389945,0.03767143436194388,3,bp,NAC,2353/3725/4804,FOS/JUN/NGFR
GO:0005161,platelet-derived growth factor receptor binding,1/25,15/17632,0.021066633017817082,0.06433863597333325,0.034162107596460135,1,mf,NAC,80310,PDGFD
R-HSA-1059683,Interleukin-6 signaling,1/23,11/10554,0.023723566485249536,0.06460109642906413,0.03227173416616941,1,re,NAC,9021,SOCS3
R-HSA-193692,Regulated proteolysis of p75NTR,1/23,11/10554,0.023723566485249536,0.06460109642906413,0.03227173416616941,1,re,NAC,4804,NGFR
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),2/23,110/10554,0.023615795732753214,0.06460109642906413,0.03227173416616941,2,re,NAC,2353/3725,FOS/JUN
R-HSA-8851805,MET activates RAS signaling,1/23,11/10554,0.023723566485249536,0.06460109642906413,0.03227173416616941,1,re,NAC,3082,HGF
R-HSA-8875555,MET activates RAP1 and RAC1,1/23,11/10554,0.023723566485249536,0.06460109642906413,0.03227173416616941,1,re,NAC,3082,HGF
GO:0047498,calcium-dependent phospholipase A2 activity,1/25,16/17632,0.02245582153882253,0.06506430343299861,0.03454741775203467,1,mf,NAC,5320,PLA2G2A
GO:0071837,HMG box domain binding,1/25,16/17632,0.02245582153882253,0.06506430343299861,0.03454741775203467,1,mf,NAC,3725,JUN
GO:0031589,cell-substrate adhesion,3/26,338/18493,0.011523958236925529,0.0652120460230727,0.03843697938260404,3,bp,NAC,3679/1277/1281,ITGA7/COL1A1/COL3A1
GO:0007599,hemostasis,3/26,339/18493,0.011616086765344456,0.06547661407184395,0.03859291984538783,3,bp,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0038095,Fc-epsilon receptor signaling pathway,2/26,117/18493,0.011680779921769474,0.06548672174728948,0.038598877464208266,2,bp,NAC,2353/3725,FOS/JUN
GO:0050817,coagulation,3/26,340/18493,0.011708644636729512,0.06548672174728948,0.038598877464208266,3,bp,NAC,1277/1278/1281,COL1A1/COL1A2/COL3A1
GO:0090575,RNA polymerase II transcription factor complex,2/26,161/19659,0.01904539088569858,0.06609870954448331,0.042454122098151637,2,cc,NAC,2353/3725,FOS/JUN
GO:0001704,formation of primary germ layer,2/26,118/18493,0.01187197371356712,0.06614385354701681,0.03898620101833868,2,bp,NAC,9314/3679,KLF4/ITGA7
GO:0030674,"protein binding, bridging",2/25,168/17632,0.02345274358651932,0.06625400063191708,0.03517911537977898,2,mf,NAC,8835/1278,SOCS2/COL1A2
R-HSA-9006925,Intracellular signaling by second messengers,3/23,293/10554,0.024870795509629267,0.06669895159400575,0.033319726041608586,3,re,NAC,3164/3725/3082,NR4A1/JUN/HGF
hsa04213,Longevity regulating pathway - multiple species,2/25,62/7852,0.01637643819920027,0.0670410438779761,0.04255719137292175,2,kg,NAC,3479/3303,IGF1/HSPA1A
GO:0010631,epithelial cell migration,3/26,346/18493,0.01227302859318294,0.06785433049794247,0.03999438234842434,3,bp,NAC,9314/3164/3725,KLF4/NR4A1/JUN
GO:0043500,muscle adaptation,2/26,120/18493,0.012258504180606082,0.06785433049794247,0.03999438234842434,2,bp,NAC,9314/3479,KLF4/IGF1
GO:0045667,regulation of osteoblast differentiation,2/26,121/18493,0.012453832961833932,0.06807151880275138,0.04012239646396259,2,bp,NAC,3479/3082,IGF1/HGF
GO:1900180,regulation of protein localization to nucleus,2/26,121/18493,0.012453832961833932,0.06807151880275138,0.04012239646396259,2,bp,NAC,3479/4804,IGF1/NGFR
GO:1902807,negative regulation of cell cycle G1/S phase transition,2/26,121/18493,0.012453832961833932,0.06807151880275138,0.04012239646396259,2,bp,NAC,9314/2810,KLF4/SFN
GO:0090132,epithelium migration,3/26,349/18493,0.012561045925989521,0.06839845008001087,0.04031509476941225,3,bp,NAC,9314/3164/3725,KLF4/NR4A1/JUN
GO:0009913,epidermal cell differentiation,3/26,351/18493,0.012755221345477796,0.06919467820121977,0.04078440382724994,3,bp,NAC,9314/6424/2810,KLF4/SFRP4/SFN
GO:0035690,cellular response to drug,3/26,355/18493,0.013148777381585567,0.07079733493144766,0.04172903426677588,3,bp,NAC,9314/80310/3082,KLF4/PDGFD/HGF
GO:0090130,tissue migration,3/26,355/18493,0.013148777381585567,0.07079733493144766,0.04172903426677588,3,bp,NAC,9314/3164/3725,KLF4/NR4A1/JUN
GO:0045666,positive regulation of neuron differentiation,3/26,356/18493,0.013248252685314843,0.07106776440486735,0.04188842954308117,3,bp,NAC,4804/8835/3082,NGFR/SOCS2/HGF
R-HSA-209543,p75NTR recruits signalling complexes,1/23,13/10554,0.027978698435795257,0.07177144381356174,0.035853709666007656,1,re,NAC,4804,NGFR
R-HSA-209560,NF-kB is activated and signals survival,1/23,13/10554,0.027978698435795257,0.07177144381356174,0.035853709666007656,1,re,NAC,4804,NGFR
R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,1/23,13/10554,0.027978698435795257,0.07177144381356174,0.035853709666007656,1,re,NAC,2810,SFN
GO:0042476,odontogenesis,2/26,126/18493,0.013450955150054133,0.0718878825241782,0.042371819731944406,2,bp,NAC,1277/1278,COL1A1/COL1A2
GO:0002576,platelet degranulation,2/26,128/18493,0.01385928755337101,0.07201670821788345,0.04244775157023003,2,bp,NAC,3479/3082,IGF1/HGF
GO:0030177,positive regulation of Wnt signaling pathway,2/26,128/18493,0.01385928755337101,0.07201670821788345,0.04244775157023003,2,bp,NAC,6424/1277,SFRP4/COL1A1
GO:0032355,response to estradiol,2/26,127/18493,0.013654447854522469,0.07201670821788345,0.04244775157023003,2,bp,NAC,8835/1277,SOCS2/COL1A1
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,1/26,10/18493,0.013974136036734142,0.07201670821788345,0.04244775157023003,1,bp,NAC,1277,COL1A1
GO:0043687,post-translational protein modification,3/26,361/18493,0.013752162531310612,0.07201670821788345,0.04244775157023003,3,bp,NAC,7704/9021/8835,ZBTB16/SOCS3/SOCS2
GO:0045598,regulation of fat cell differentiation,2/26,128/18493,0.01385928755337101,0.07201670821788345,0.04244775157023003,2,bp,NAC,7704/862,ZBTB16/RUNX1T1
GO:0060281,regulation of oocyte development,1/26,10/18493,0.013974136036734142,0.07201670821788345,0.04244775157023003,1,bp,NAC,3479,IGF1
GO:0090193,positive regulation of glomerulus development,1/26,10/18493,0.013974136036734142,0.07201670821788345,0.04244775157023003,1,bp,NAC,80310,PDGFD
GO:0098722,asymmetric stem cell division,1/26,10/18493,0.013974136036734142,0.07201670821788345,0.04244775157023003,1,bp,NAC,7704,ZBTB16
GO:1905879,regulation of oogenesis,1/26,10/18493,0.013974136036734142,0.07201670821788345,0.04244775157023003,1,bp,NAC,3479,IGF1
GO:0019887,protein kinase regulator activity,2/25,180/17632,0.026657099713780736,0.0721564548805273,0.038313161883465834,2,mf,NAC,9021/2810,SOCS3/SFN
GO:0030506,ankyrin binding,1/25,20/17632,0.027993674045424966,0.0721564548805273,0.038313161883465834,1,mf,NAC,2318,FLNC
GO:0048018,receptor ligand activity,3/25,478/17632,0.029257388438571178,0.0721564548805273,0.038313161883465834,3,mf,NAC,3479/80310/3082,IGF1/PDGFD/HGF
GO:0051427,hormone receptor binding,2/25,185/17632,0.028042142347542525,0.0721564548805273,0.038313161883465834,2,mf,NAC,3164/8835,NR4A1/SOCS2
GO:0102567,"phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",1/25,21/17632,0.02937342411065713,0.0721564548805273,0.038313161883465834,1,mf,NAC,5320,PLA2G2A
GO:0102568,"phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)",1/25,21/17632,0.02937342411065713,0.0721564548805273,0.038313161883465834,1,mf,NAC,5320,PLA2G2A
GO:1902850,microtubule cytoskeleton organization involved in mitosis,2/26,129/18493,0.014065470364016158,0.07222944389777693,0.042573141240401034,2,bp,NAC,10252/3303,SPRY1/HSPA1A
GO:0005158,insulin receptor binding,1/25,22/17632,0.03075129387371589,0.07260766588634847,0.038552742948503624,1,mf,NAC,3479,IGF1
GO:0044183,protein binding involved in protein folding,1/25,23/17632,0.03212728579041968,0.07260766588634847,0.038552742948503624,1,mf,NAC,3303,HSPA1A
GO:0051787,misfolded protein binding,1/25,23/17632,0.03212728579041968,0.07260766588634847,0.038552742948503624,1,mf,NAC,3303,HSPA1A
GO:0060090,molecular adaptor activity,2/25,196/17632,0.03118962596072751,0.07260766588634847,0.038552742948503624,2,mf,NAC,8835/1278,SOCS2/COL1A2
GO:0000185,activation of MAPKKK activity,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,4616,GADD45B
GO:0003334,keratinocyte development,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,2810,SFN
GO:0007006,mitochondrial membrane organization,2/26,131/18493,0.014481849827954267,0.0729150591086704,0.042977253353616865,2,bp,NAC,3303/2810,HSPA1A/SFN
GO:0008286,insulin receptor signaling pathway,2/26,132/18493,0.01469203875363543,0.0729150591086704,0.042977253353616865,2,bp,NAC,9021/8835,SOCS3/SOCS2
GO:0009629,response to gravity,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,2353,FOS
GO:0010675,regulation of cellular carbohydrate metabolic process,2/26,134/18493,0.015116395729542799,0.0729150591086704,0.042977253353616865,2,bp,NAC,3479/3953,IGF1/LEPR
GO:0033197,response to vitamin E,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,1277,COL1A1
GO:0034115,negative regulation of heterotypic cell-cell adhesion,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,9314,KLF4
GO:0035630,bone mineralization involved in bone maturation,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,3479,IGF1
GO:0040015,negative regulation of multicellular organism growth,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,8835,SOCS2
GO:0042532,negative regulation of tyrosine phosphorylation of STAT protein,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,9021,SOCS3
GO:0044341,sodium-dependent phosphate transport,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,6424,SFRP4
GO:0045995,regulation of embryonic development,2/26,130/18493,0.014272992411395315,0.0729150591086704,0.042977253353616865,2,bp,NAC,9314/3479,KLF4/IGF1
GO:0051098,regulation of binding,3/26,369/18493,0.014581138757629066,0.0729150591086704,0.042977253353616865,3,bp,NAC,9314/3725/3479,KLF4/JUN/IGF1
GO:0051291,protein heterooligomerization,2/26,132/18493,0.01469203875363543,0.0729150591086704,0.042977253353616865,2,bp,NAC,1277/1278,COL1A1/COL1A2
GO:0051386,regulation of neurotrophin TRK receptor signaling pathway,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,10252,SPRY1
GO:0060992,response to fungicide,1/26,11/18493,0.015361176693718503,0.0729150591086704,0.042977253353616865,1,bp,NAC,9314,KLF4
